"[['b', ['a', 'xb', 'i']], ['b', ['xa', 'xb', 'j']], ['b', ['xa', 'b', 'j']], ['b', ['a', 'b', 'j']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['xa', 'b', 'i']], ['a', ['a', 'b', 'i']], ['a', ['xa', 'xb', 'j']], ['a', ['xa', 'b', 'j']], ['a', ['a', 'b', 'j']]]",1
"[['b', ['xa', 'xb', 'i']], ['b', ['xa', 'b', 'i']], ['b', ['a', 'b', 'i']], ['b', ['xa', 'xb', 'j']], ['b', ['xa', 'b', 'j']], ['b', ['a', 'b', 'j']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['a', 'xb', 'i']], ['a', ['a', 'xb', 'j']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['a', 'xb', 'i']], ['b', ['a', 'xb', 'j']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['a', 'b', 'i']], ['a', ['a', 'b', 'j']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['a', 'b', 'i']], ['b', ['a', 'b', 'j']]]",0
"[['a', ['a', 'xb', 'i']], ['a', ['xa', 'xb', 'j']], ['a', ['a', 'xb', 'j']], ['a', ['a', 'b', 'j']]]",0
"[['b', ['a', 'xb', 'i']], ['b', ['xa', 'xb', 'j']], ['b', ['a', 'xb', 'j']], ['b', ['a', 'b', 'j']]]",0
"[['a', ['a', 'b', 'i']], ['a', ['xa', 'xb', 'j']], ['a', ['xa', 'xb', 'k']], ['a', ['a', 'xb', 'k']], ['a', ['a', 'b', 'k']]]",0
"[['b', ['a', 'b', 'i']], ['b', ['xa', 'xb', 'j']], ['b', ['xa', 'xb', 'k']], ['b', ['a', 'xb', 'k']], ['b', ['a', 'b', 'k']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['a', 'b', 'i']], ['a', ['a', 'xb', 'j']], ['a', ['a', 'b', 'j']], ['a', ['xa', 'xb', 'k']], ['a', ['xa', 'b', 'k']], ['a', ['a', 'b', 'k']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['a', 'b', 'i']], ['b', ['a', 'xb', 'j']], ['b', ['a', 'b', 'j']], ['b', ['xa', 'xb', 'k']], ['b', ['xa', 'b', 'k']], ['b', ['a', 'b', 'k']]]",0
"[['a', ['xa', 'b', 'j']], ['a', ['a', 'b', 'j']], ['a', ['xa', 'b', 'k']]]",0
"[['b', ['xa', 'b', 'j']], ['b', ['a', 'b', 'j']], ['b', ['xa', 'b', 'k']]]",0
"[['a', ['a', 'xb', 'i']], ['a', ['xa', 'xb', 'j']], ['a', ['xa', 'b', 'j']], ['a', ['a', 'xb', 'j']], ['a', ['xa', 'b', 'k']], ['a', ['a', 'xb', 'k']], ['a', ['a', 'b', 'k']]]",0
"[['b', ['a', 'xb', 'i']], ['b', ['xa', 'xb', 'j']], ['b', ['xa', 'b', 'j']], ['b', ['a', 'xb', 'j']], ['b', ['xa', 'b', 'k']], ['b', ['a', 'xb', 'k']], ['b', ['a', 'b', 'k']]]",0
"[['a', ['a', 'b', 'i']], ['a', ['xa', 'xb', 'j']], ['a', ['a', 'xb', 'j']], ['a', ['a', 'b', 'j']], ['a', ['xa', 'xb', 'k']], ['a', ['xa', 'b', 'k']], ['a', ['a', 'xb', 'k']], ['a', ['a', 'b', 'k']]]",0
"[['b', ['a', 'b', 'i']], ['b', ['xa', 'xb', 'j']], ['b', ['a', 'xb', 'j']], ['b', ['a', 'b', 'j']], ['b', ['xa', 'xb', 'k']], ['b', ['xa', 'b', 'k']], ['b', ['a', 'xb', 'k']], ['b', ['a', 'b', 'k']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['xa', 'b', 'i']], ['a', ['a', 'xb', 'i']], ['a', ['a', 'b', 'i']], ['a', ['xa', 'xb', 'j']], ['a', ['xa', 'xb', 'k']], ['a', ['a', 'xb', 'k']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['xa', 'b', 'i']], ['b', ['a', 'xb', 'i']], ['b', ['a', 'b', 'i']], ['b', ['xa', 'xb', 'j']], ['b', ['xa', 'xb', 'k']], ['b', ['a', 'xb', 'k']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['a', 'xb', 'i']], ['a', ['a', 'xb', 'j']], ['a', ['a', 'b', 'j']], ['a', ['xa', 'xb', 'k']], ['a', ['a', 'xb', 'k']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['a', 'xb', 'i']], ['b', ['a', 'xb', 'j']], ['b', ['a', 'b', 'j']], ['b', ['xa', 'xb', 'k']], ['b', ['a', 'xb', 'k']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['a', 'b', 'i']], ['a', ['xa', 'b', 'j']], ['a', ['a', 'b', 'j']], ['a', ['xa', 'xb', 'k']], ['a', ['a', 'b', 'k']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['a', 'b', 'i']], ['b', ['xa', 'b', 'j']], ['b', ['a', 'b', 'j']], ['b', ['xa', 'xb', 'k']], ['b', ['a', 'b', 'k']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['a', 'xb', 'i']], ['a', ['xa', 'b', 'j']], ['a', ['a', 'xb', 'j']], ['a', ['a', 'b', 'k']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['a', 'xb', 'i']], ['b', ['xa', 'b', 'j']], ['b', ['a', 'xb', 'j']], ['b', ['a', 'b', 'k']]]",0
"[['a', ['xa', 'xb', 'i']], ['a', ['a', 'b', 'i']], ['a', ['xa', 'xb', 'k']], ['a', ['a', 'xb', 'k']], ['a', ['a', 'b', 'k']]]",0
"[['b', ['xa', 'xb', 'i']], ['b', ['a', 'b', 'i']], ['b', ['xa', 'xb', 'k']], ['b', ['a', 'xb', 'k']], ['b', ['a', 'b', 'k']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'c', 'i']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['a', 'b', 'c', 'i']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['a', 'b', 'c', 'i']]]",0
"[['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'b', 'c', 'i']]]",0
"[['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'b', 'c', 'i']]]",0
"[['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'b', 'c', 'i']]]",0
"[['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']]]",0
"[['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']]]",0
"[['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']]]",0
"[['a', ['xa', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'xc', 'i']], ['a', ['a', 'b', 'c', 'i']]]",0
"[['b', ['xa', 'b', 'xc', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['a', 'b', 'xc', 'i']], ['b', ['a', 'b', 'c', 'i']]]",1
"[['c', ['xa', 'b', 'xc', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['a', 'b', 'xc', 'i']], ['c', ['a', 'b', 'c', 'i']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']]]",0
"[['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'b', 'c', 'i']]]",0
"[['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'b', 'c', 'i']]]",0
"[['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'b', 'c', 'i']]]",0
"[['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'c', 'i']]]",1
"[['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['a', 'b', 'c', 'i']]]",0
"[['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['a', 'b', 'c', 'i']]]",0
"[['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']]]",0
"[['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']]]",0
"[['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'xc', 'i']], ['a', ['a', 'b', 'c', 'i']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['a', 'b', 'xc', 'i']], ['b', ['a', 'b', 'c', 'i']]]",1
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['a', 'b', 'xc', 'i']], ['c', ['a', 'b', 'c', 'i']]]",0
"[['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']]]",0
"[['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']]]",0
"[['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'xb', 'c', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['xa', 'xb', 'c', 'j']], ['a', ['a', 'b', 'xc', 'j']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'xb', 'c', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['xa', 'xb', 'c', 'j']], ['b', ['a', 'b', 'xc', 'j']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'xb', 'c', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['xa', 'xb', 'c', 'j']], ['c', ['a', 'b', 'xc', 'j']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'c', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'xb', 'c', 'j']], ['a', ['xa', 'b', 'xc', 'j']], ['a', ['xa', 'b', 'c', 'j']], ['a', ['a', 'xb', 'c', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['a', 'b', 'c', 'i']], ['b', ['xa', 'xb', 'xc', 'j']], ['b', ['xa', 'xb', 'c', 'j']], ['b', ['xa', 'b', 'xc', 'j']], ['b', ['xa', 'b', 'c', 'j']], ['b', ['a', 'xb', 'c', 'j']], ['b', ['a', 'b', 'c', 'j']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['a', 'b', 'c', 'i']], ['c', ['xa', 'xb', 'xc', 'j']], ['c', ['xa', 'xb', 'c', 'j']], ['c', ['xa', 'b', 'xc', 'j']], ['c', ['xa', 'b', 'c', 'j']], ['c', ['a', 'xb', 'c', 'j']], ['c', ['a', 'b', 'c', 'j']]]",0
"[['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'xc', 'j']], ['a', ['a', 'xb', 'c', 'j']], ['a', ['a', 'b', 'xc', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
"[['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['a', 'b', 'xc', 'i']], ['b', ['a', 'xb', 'xc', 'j']], ['b', ['a', 'xb', 'c', 'j']], ['b', ['a', 'b', 'xc', 'j']], ['b', ['a', 'b', 'c', 'j']]]",0
"[['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['a', 'b', 'xc', 'i']], ['c', ['a', 'xb', 'xc', 'j']], ['c', ['a', 'xb', 'c', 'j']], ['c', ['a', 'b', 'xc', 'j']], ['c', ['a', 'b', 'c', 'j']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'xb', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'xb', 'c', 'j']], ['a', ['a', 'xb', 'xc', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'xb', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['xa', 'xb', 'xc', 'j']], ['b', ['xa', 'xb', 'c', 'j']], ['b', ['a', 'xb', 'xc', 'j']], ['b', ['a', 'b', 'c', 'j']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'xb', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['xa', 'xb', 'xc', 'j']], ['c', ['xa', 'xb', 'c', 'j']], ['c', ['a', 'xb', 'xc', 'j']], ['c', ['a', 'b', 'c', 'j']]]",0
"[['a', ['xa', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'b', 'c', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'xb', 'c', 'j']], ['a', ['a', 'xb', 'c', 'j']], ['a', ['a', 'b', 'xc', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
"[['b', ['xa', 'b', 'xc', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'b', 'c', 'i']], ['b', ['xa', 'xb', 'xc', 'j']], ['b', ['xa', 'xb', 'c', 'j']], ['b', ['a', 'xb', 'c', 'j']], ['b', ['a', 'b', 'xc', 'j']], ['b', ['a', 'b', 'c', 'j']]]",0
"[['c', ['xa', 'b', 'xc', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'b', 'c', 'i']], ['c', ['xa', 'xb', 'xc', 'j']], ['c', ['xa', 'xb', 'c', 'j']], ['c', ['a', 'xb', 'c', 'j']], ['c', ['a', 'b', 'xc', 'j']], ['c', ['a', 'b', 'c', 'j']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'b', 'xc', 'j']], ['a', ['a', 'xb', 'xc', 'j']], ['a', ['a', 'b', 'xc', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'xb', 'xc', 'j']], ['b', ['xa', 'b', 'xc', 'j']], ['b', ['a', 'xb', 'xc', 'j']], ['b', ['a', 'b', 'xc', 'j']], ['b', ['a', 'b', 'c', 'j']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'xb', 'xc', 'j']], ['c', ['xa', 'b', 'xc', 'j']], ['c', ['a', 'xb', 'xc', 'j']], ['c', ['a', 'b', 'xc', 'j']], ['c', ['a', 'b', 'c', 'j']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'b', 'c', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'b', 'c', 'j']], ['a', ['a', 'b', 'xc', 'j']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'b', 'c', 'i']], ['b', ['xa', 'xb', 'xc', 'j']], ['b', ['xa', 'b', 'c', 'j']], ['b', ['a', 'b', 'xc', 'j']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'b', 'c', 'i']], ['c', ['xa', 'xb', 'xc', 'j']], ['c', ['xa', 'b', 'c', 'j']], ['c', ['a', 'b', 'xc', 'j']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'b', 'c', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'xc', 'i']], ['a', ['a', 'b', 'c', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'b', 'xc', 'j']], ['a', ['xa', 'b', 'c', 'j']], ['a', ['a', 'xb', 'xc', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
"[['b', ['xa', 'xb', 'xc', 'i']], ['b', ['xa', 'b', 'c', 'i']], ['b', ['a', 'xb', 'xc', 'i']], ['b', ['a', 'xb', 'c', 'i']], ['b', ['a', 'b', 'xc', 'i']], ['b', ['a', 'b', 'c', 'i']], ['b', ['xa', 'xb', 'xc', 'j']], ['b', ['xa', 'b', 'xc', 'j']], ['b', ['xa', 'b', 'c', 'j']], ['b', ['a', 'xb', 'xc', 'j']], ['b', ['a', 'b', 'c', 'j']]]",0
"[['c', ['xa', 'xb', 'xc', 'i']], ['c', ['xa', 'b', 'c', 'i']], ['c', ['a', 'xb', 'xc', 'i']], ['c', ['a', 'xb', 'c', 'i']], ['c', ['a', 'b', 'xc', 'i']], ['c', ['a', 'b', 'c', 'i']], ['c', ['xa', 'xb', 'xc', 'j']], ['c', ['xa', 'b', 'xc', 'j']], ['c', ['xa', 'b', 'c', 'j']], ['c', ['a', 'xb', 'xc', 'j']], ['c', ['a', 'b', 'c', 'j']]]",0
"[['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'b', 'xc', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
"[['b', ['xa', 'xb', 'c', 'i']], ['b', ['xa', 'b', 'xc', 'i']], ['b', ['xa', 'xb', 'xc', 'j']], ['b', ['xa', 'b', 'xc', 'j']], ['b', ['a', 'b', 'c', 'j']]]",0
"[['c', ['xa', 'xb', 'c', 'i']], ['c', ['xa', 'b', 'xc', 'i']], ['c', ['xa', 'xb', 'xc', 'j']], ['c', ['xa', 'b', 'xc', 'j']], ['c', ['a', 'b', 'c', 'j']]]",0
"[['a', ['xa', 'xb', 'xc', 'i']], ['a', ['xa', 'xb', 'c', 'i']], ['a', ['xa', 'b', 'xc', 'i']], ['a', ['a', 'xb', 'xc', 'i']], ['a', ['a', 'xb', 'c', 'i']], ['a', ['a', 'b', 'c', 'i']], ['a', ['xa', 'xb', 'xc', 'j']], ['a', ['xa', 'xb', 'c', 'j']], ['a', ['xa', 'b', 'xc', 'j']], ['a', ['a', 'xb', 'c', 'j']], ['a', ['a', 'b', 'xc', 'j']], ['a', ['a', 'b', 'c', 'j']]]",0
